Year,State,County,Average Age,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Other/Unknown,Hospital Readmission Rate,2013 Rural-urban Continuum Code,2013 Urban Influence Code,percent with more than high school,Metro_2013,Unemployment_rate_2015,Median_Household_Income_2015
2015,AK,ANCHORAGE,70,47.95,71.73,5.04,3.93,19.31,0.1398,2,2,68.8,1,5,77791
2015,AK,BETHEL,71,49.34,74.5,2.65,2.56,20.29,0.1543,7,11,35.3,0,14.2,44849
2015,AK,BRISTOL BAY,70,55.84,74.5,2.65,2.56,20.29,0.2,9,12,61.3,0,9.2,66373
2015,AK,DILLINGHAM,71,54.34,74.5,2.65,2.56,20.29,0.1417,9,12,48.4,0,9.6,50753
2015,AK,FAIRBANKS NORTH STAR,70,50.96,80.83,3.02,1.76,14.39,0.1106,3,2,70.9,1,5.4,70881
2015,AK,HAINES,71,50.82,74.5,2.65,2.56,20.29,0.1868,9,12,67.7,0,9.7,57876
2015,AK,HOONAH-ANGOON,71,56.32,26.44,0,0,73.56,0.1437,9,10,59,0,15,53726
2015,AK,JUNEAU,70,49.37,72.83,0.86,3.08,23.22,0.1359,5,8,73.7,0,4.7,82892
2015,AK,KENAI PENINSULA,70,51.6,87.38,0.32,1.12,11.18,0.1596,7,11,60.3,0,7.8,62025
2015,AK,KETCHIKAN GATEWAY,71,50.94,74.5,2.65,2.56,20.29,0.1491,7,8,59.1,0,6.8,65314
2015,AK,KODIAK ISLAND,71,50.69,74.5,2.65,2.56,20.29,0.1168,7,11,63.1,0,4.8,67515
2015,AK,MATANUSKA-SUSITNA,70,49.72,90.4,0.99,1.32,7.29,0.149,2,2,60.6,1,7.6,76601
2015,AK,NOME,71,56.41,74.5,2.65,2.56,20.29,0.1259,7,11,43.3,0,11.8,52952
2015,AK,NORTH SLOPE,69,50.52,74.5,2.65,2.56,20.29,0.2206,7,11,51.9,0,5.7,70834
2015,AK,NORTHWEST ARCTIC,71,50.69,74.5,2.65,2.56,20.29,0.1925,7,11,35.1,0,15.9,53774
2015,AK,PETERSBURG,72,52.53,74.5,2.65,2.56,20.29,0.1429,9,11,62.7,0,8.8,63098
2015,AK,PRINCE OF WALES-HYDER,71,55.93,74.5,2.65,2.56,20.29,0.1389,9,10,49.6,0,12.4,45305
2015,AK,SITKA,71,50,74.5,2.65,2.56,20.29,0.1429,7,11,70.7,0,4.6,68472
2015,AK,SKAGWAY,71,53.92,74.5,2.65,2.56,20.29,0.1437,9,12,68.3,0,11.4,65878
2015,AK,SOUTHEAST FAIRBANKS,72,54.81,74.5,2.65,2.56,20.29,0.1505,9,12,58.9,0,10.5,60203
2015,AK,VALDEZ-CORDOVA,70,54.02,74.5,2.65,2.56,20.29,0.1696,9,11,65.3,0,8.6,70101
2015,AK,YUKON-KOYUKUK,71,57.26,74.5,2.65,2.56,20.29,0.1449,9,12,42.2,0,18.2,37755
2015,AL,AUTAUGA,71,43.57,86.16,11.63,0.75,1.46,0.1676,2,2,53.6,1,5.3,56580
2015,AL,BALDWIN,72,46.31,92.31,5.1,0.97,1.62,0.1581,3,2,60.8,1,5.6,52387
2015,AL,BARBOUR,69,43.18,78.05,20.04,0.6,1.31,0.1844,6,6,38.8,0,8.8,31433
2015,AL,BIBB,68,46.98,78.05,20.04,0.6,1.31,0.1549,1,1,38.5,1,6.7,40767
2015,AL,BLOUNT,70,46.27,96.5,1.27,1.46,0.76,0.1531,1,1,45.1,1,5.4,50487
2015,AL,BULLOCK,70,42.51,78.05,20.04,0.6,1.31,0.1815,6,6,31.6,0,7.9,28251
2015,AL,BUTLER,69,42.53,78.05,20.04,0.6,1.31,0.1605,6,6,40.1,0,7.6,33868
2015,AL,CALHOUN,69,43.66,83.37,14.45,0.63,1.55,0.1694,3,2,49.1,1,7,42091
2015,AL,CHAMBERS,69,44.05,68.59,30.32,0.29,0.81,0.1525,6,5,40.6,0,6,35560
2015,AL,CHEROKEE,69,46.44,95.09,3.69,0.33,0.9,0.2012,6,6,43.1,0,5.4,39144
2015,AL,CHILTON,70,45.94,91.33,7.45,0.58,0.65,0.1616,1,1,39.2,1,5.7,42767
2015,AL,CHOCTAW,69,45.62,78.05,20.04,0.6,1.31,0.1873,9,10,39.6,0,9.1,35089
2015,AL,CLARKE,68,45.1,78.05,20.04,0.6,1.31,0.1648,7,11,36.6,0,11.7,37317
2015,AL,CLAY,69,44.27,87.4,11.22,0.6,0.78,0.1418,9,10,38.8,0,6.1,38908
2015,AL,CLEBURNE,69,46.33,93.8,4.85,0.59,0.77,0.1654,8,4,36.9,0,6,42136
2015,AL,COFFEE,70,44.34,80.93,15.83,1.45,1.79,0.1378,4,5,55.2,0,5.9,46858
2015,AL,COLBERT,70,44.22,83.95,14.77,0.33,0.94,0.1756,3,2,49.3,1,7.9,41171
2015,AL,CONECUH,68,46.01,78.05,20.04,0.6,1.31,0.1821,7,11,33.6,0,9.2,29981
2015,AL,COOSA,67,47.02,78.05,20.04,0.6,1.31,0.1738,8,3,36.5,0,6.7,36078
2015,AL,COVINGTON,70,44.45,87.25,11.62,0.4,0.73,0.193,6,6,46.2,0,7.1,36355
2015,AL,CRENSHAW,70,45.36,78.05,20.04,0.6,1.31,0.1509,8,6,40,0,6,36759
2015,AL,CULLMAN,70,44.84,98.31,0.44,0.41,0.83,0.1644,4,3,47.2,0,5.2,39290
2015,AL,DALE,70,44.22,78.72,18.63,1.14,1.51,0.1575,4,5,53.2,0,6.3,45294
2015,AL,DALLAS,67,45.46,78.05,20.04,0.6,1.31,0.1864,4,5,43.4,0,9.6,29682
2015,AL,DE KALB,70,45.46,97.02,1.23,0.93,0.81,0.1623,6,6,37.2,0,6,37305
2015,AL,ELMORE,70,46.14,87.89,10.21,0.42,1.48,0.1582,2,2,51.2,1,5.1,53548
2015,AL,ESCAMBIA,70,44.48,71.49,25.14,0.3,3.07,0.1679,6,6,37.7,0,7,36840
2015,AL,ETOWAH,69,44.57,87.87,10.78,0.45,0.9,0.1917,3,2,50.5,1,6.1,42145
2015,AL,FAYETTE,69,45.3,87.29,11.18,0.6,0.92,0.2184,6,6,38.7,0,7,37085
2015,AL,FRANKLIN,70,44.01,94.58,3.68,1.06,0.68,0.1635,6,6,37.1,0,6.4,38535
2015,AL,GENEVA,70,45.66,88.85,9.62,0.78,0.75,0.166,3,2,41.9,1,5.9,36289
2015,AL,GREENE,68,44.02,78.05,20.04,0.6,1.31,0.2398,8,6,36.9,0,11.1,25398
2015,AL,HALE,67,45.16,78.05,20.04,0.6,1.31,0.1689,3,2,37.8,1,7.8,35470
2015,AL,HENRY,70,44.9,72.77,25.95,0.49,0.79,0.1528,3,2,43.3,1,6.8,42501
2015,AL,HOUSTON,69,43.16,76.38,21.61,0.9,1.11,0.1569,3,2,51.6,1,6.2,43568
2015,AL,JACKSON,70,45.23,96.32,2.69,0.35,0.65,0.1804,6,5,37,0,6.6,40201
2015,AL,JEFFERSON,70,43.52,68.83,29.02,0.52,1.62,0.179,1,1,62,1,5.8,48415
2015,AL,LAMAR,69,45.35,78.05,20.04,0.6,1.31,0.2002,8,7,40.3,0,6.3,36520
2015,AL,LAUDERDALE,70,44.11,90.44,8.27,0.36,0.93,0.1682,3,2,50.2,1,6.9,43008
2015,AL,LAWRENCE,70,46.46,78.05,20.04,0.6,1.31,0.1612,3,2,38.2,1,7.7,41771
2015,AL,LEE,69,45.37,69.65,28.04,0.61,1.7,0.1504,3,2,63.1,1,5.2,46442
2015,AL,LIMESTONE,70,44.28,89.57,8.67,0.73,1.04,0.1658,2,2,51,1,5.5,55060
2015,AL,LOWNDES,68,47.72,78.05,20.04,0.6,1.31,0.187,2,2,38.8,1,11.7,31117
2015,AL,MACON,69,43.75,78.05,20.04,0.6,1.31,0.1687,6,6,50.5,0,8,29522
2015,AL,MADISON,71,43.47,79.6,16.83,0.97,2.6,0.1714,2,2,69.4,1,5.5,59117
2015,AL,MARENGO,68,44.72,78.05,20.04,0.6,1.31,0.1611,7,11,42.7,0,7.6,35389
2015,AL,MARION,70,44.43,78.05,20.04,0.6,1.31,0.1579,7,11,43.6,0,6.9,34977
2015,AL,MARSHALL,70,44.26,96.81,1.08,1.13,0.98,0.1524,4,5,45.6,0,5.8,40599
2015,AL,MOBILE,70,44.69,69.81,27.63,0.75,1.82,0.19,2,2,52.5,1,7,42530
2015,AL,MONROE,69,44.35,78.05,20.04,0.6,1.31,0.1605,7,11,36.1,0,10,35163
2015,AL,MONTGOMERY,70,42.59,57.86,39.78,0.43,1.93,0.1905,2,2,59.3,1,6.2,42666
2015,AL,MORGAN,70,44.51,90.05,8.24,0.83,0.87,0.1746,3,2,51.8,1,5.8,47234
2015,AL,PERRY,68,44.59,78.05,20.04,0.6,1.31,0.1518,8,4,35.9,0,10,26218
2015,AL,PICKENS,68,44.43,78.05,20.04,0.6,1.31,0.1852,3,2,36.5,1,6.8,33160
2015,AL,PIKE,69,44.12,71.02,27.99,0.33,0.66,0.1824,6,5,45.9,0,6.6,34442
2015,AL,RANDOLPH,70,46.06,82.13,16.8,0.44,0.63,0.1588,6,4,40.2,0,5.9,37333
2015,AL,RUSSELL,69,44.66,68.49,28.97,1.35,1.19,0.1903,2,2,50.9,1,5.9,36124
2015,AL,SHELBY,71,43.76,89.75,7.69,1,1.56,0.1631,1,1,70,1,4.2,70879
2015,AL,ST. CLAIR,70,45.97,92.85,5.54,0.44,1.17,0.1714,1,1,47.6,1,5.3,53558
2015,AL,SUMTER,68,43.95,78.05,20.04,0.6,1.31,0.1512,8,6,37.8,0,8,25931
2015,AL,TALLADEGA,68,44.94,74.57,24.2,0.28,0.95,0.1748,4,3,43,0,6.6,37911
2015,AL,TALLAPOOSA,69,44.61,74.81,23.94,0.39,0.85,0.1758,6,6,45.4,0,6.1,39051
2015,AL,TUSCALOOSA,68,43.97,71.03,27.33,0.35,1.3,0.1887,3,2,56.5,1,5.5,47868
2015,AL,WALKER,69,45.97,94.93,4.12,0.28,0.67,0.1735,1,1,41.8,1,7.3,37305
2015,AL,WASHINGTON,69,47.08,78.05,20.04,0.6,1.31,0.1516,8,7,34.4,0,8.9,42658
2015,AL,WILCOX,66,47.13,78.05,20.04,0.6,1.31,0.175,9,10,36,0,14.6,23014
2015,AL,WINSTON,69,45.35,78.05,20.04,0.6,1.31,0.1358,6,4,40.7,0,7.5,36497
2015,AR,ARKANSAS,71,44.93,86.43,10.73,1.16,1.69,0.1663,6,6,39.6,0,4.2,41179
2015,AR,ASHLEY,70,46.1,77.87,20.98,0.54,0.61,0.1685,7,11,43.5,0,7.8,39871
2015,AR,BAXTER,72,47,86.43,10.73,1.16,1.69,0.1458,7,8,51.9,0,5.5,36902
2015,AR,BENTON,72,45.12,92.72,0.42,3.78,3.08,0.1537,2,2,56,1,3.8,60294
2015,AR,BOONE,70,46.94,86.43,10.73,1.16,1.69,0.1575,7,8,49.9,0,4.9,40909
2015,AR,BRADLEY,70,45.78,86.43,10.73,1.16,1.69,0.1393,7,9,37.5,0,6.1,37331
2015,AR,CALHOUN,70,44.99,86.43,10.73,1.16,1.69,0.2133,9,8,31.4,0,5.4,40526
2015,AR,CARROLL,71,47.72,86.43,10.73,1.16,1.69,0.1569,6,6,48.2,0,4.6,37587
2015,AR,CHICOT,71,44.37,56.03,42.56,0.53,0.88,0.203,7,9,34.4,0,9.1,29968
2015,AR,CLARK,71,43.6,82.53,15.97,0.49,1.01,0.1768,7,8,53.3,0,5.6,37856
2015,AR,CLAY,71,44.37,86.43,10.73,1.16,1.69,0.1961,7,9,34.9,0,6.6,35324
2015,AR,CLEBURNE,72,46.72,86.43,10.73,1.16,1.69,0.1433,6,6,45.8,0,6.9,43913
2015,AR,CLEVELAND,70,47.17,86.43,10.73,1.16,1.69,0.1799,3,2,41.5,1,5.7,44123
2015,AR,COLUMBIA,70,44.55,70.65,28.06,0.46,0.83,0.1667,7,8,45.9,0,6.6,38057
2015,AR,CONWAY,70,45.67,87.96,10.4,0.77,0.87,0.1782,6,6,42.2,0,6.1,43702
2015,AR,CRAIGHEAD,69,43.02,92.72,5.54,0.71,1.03,0.1986,3,2,54.7,1,4.4,42460
2015,AR,CRAWFORD,69,47.4,93.8,0.83,1.49,3.88,0.1727,2,2,46.8,1,5.2,46545
2015,AR,CRITTENDEN,68,44.25,58.77,39.7,0.66,0.87,0.1887,1,1,44.7,1,6.2,37371
2015,AR,CROSS,70,45.53,86.43,10.73,1.16,1.69,0.1797,6,4,34.3,0,5.4,39132
2015,AR,DALLAS,70,47.08,86.43,10.73,1.16,1.69,0.1952,6,6,32.6,0,7.2,33352
2015,AR,DESHA,70,45.63,86.43,10.73,1.16,1.69,0.1811,6,6,37,0,7.3,30987
2015,AR,DREW,70,45.31,86.43,10.73,1.16,1.69,0.1794,6,6,47.1,0,7,39339
2015,AR,FAULKNER,70,43.67,91.37,6.57,0.71,1.35,0.1677,2,2,60.2,1,4.7,51157
2015,AR,FRANKLIN,70,46.95,86.43,10.73,1.16,1.69,0.1806,6,6,41.7,0,5,41933
2015,AR,FULTON,70,49.14,86.43,10.73,1.16,1.69,0.1917,9,9,42.5,0,5.2,34717
2015,AR,GARLAND,72,46.27,93.27,4.11,1.03,1.59,0.1848,3,2,56,1,5.5,37723
2015,AR,GRANT,70,46.01,86.43,10.73,1.16,1.69,0.1665,2,2,45.8,1,4.6,47652
2015,AR,GREENE,69,44.75,98.32,0.22,0.64,0.82,0.1949,4,5,40.9,0,5.2,43996
2015,AR,HEMPSTEAD,70,45.76,72.81,24.54,1.62,1.03,0.2127,6,6,40.1,0,5,34560
2015,AR,HOT SPRING,70,45.97,90.77,7.91,0.55,0.77,0.1825,6,5,42.6,0,5.1,39851
2015,AR,HOWARD,70,46.11,82.6,14.79,1.07,1.53,0.1291,6,6,44.5,0,4.2,33199
2015,AR,INDEPENDENCE,70,45.09,96.97,1.2,0.74,1.09,0.1693,7,8,44.1,0,6.5,38241
2015,AR,IZARD,70,48.23,86.43,10.73,1.16,1.69,0.1725,9,10,42.1,0,6.6,35355
2015,AR,JACKSON,71,44.79,84.68,14.28,0.38,0.66,0.1989,6,6,31.6,0,7.5,32571
2015,AR,JEFFERSON,69,45.27,58.99,39.39,0.41,1.21,0.2025,3,2,46.1,1,7.1,36990
2015,AR,JOHNSON,69,46.97,94.61,0.91,3.21,1.27,0.1895,7,9,38.2,0,5.8,35877
2015,AR,LAFAYETTE,70,45.01,86.43,10.73,1.16,1.69,0.1392,8,7,35.1,0,7.6,33864
2015,AR,LAWRENCE,70,47.12,86.43,10.73,1.16,1.69,0.1793,6,6,39.4,0,6,34808
2015,AR,LEE,69,47.98,86.43,10.73,1.16,1.69,0.1863,7,9,29.3,0,6.7,28481
2015,AR,LINCOLN,70,45.87,86.43,10.73,1.16,1.69,0.1959,3,2,30.4,1,6.2,40216
2015,AR,LITTLE RIVER,71,45.81,82.05,15.09,0.75,2.11,0.1578,3,2,44.3,1,5.5,39265
2015,AR,LOGAN,70,48.23,95.64,1.53,0.78,2.06,0.1785,6,6,38.8,0,5.8,37924
2015,AR,LONOKE,69,44.92,93.09,4.47,0.79,1.65,0.1867,2,2,53.2,1,4.2,56240
2015,AR,MADISON,70,47.87,95.23,0,1.83,2.95,0.2141,2,2,32.4,1,3.9,41007
2015,AR,MARION,70,49.98,86.43,10.73,1.16,1.69,0.1553,9,10,42,0,5.2,34946
2015,AR,MILLER,70,45.14,81.25,16.94,0.79,1.02,0.1702,3,2,46,1,5,39005
2015,AR,MISSISSIPPI,68,44.24,74.71,23.32,0.86,1.1,0.2414,4,3,43.1,0,9,34888
2015,AR,MONROE,71,45.16,86.43,10.73,1.16,1.69,0.1898,7,9,35.7,0,6.1,30801
2015,AR,MONTGOMERY,72,48.95,86.43,10.73,1.16,1.69,0.1683,8,7,42.7,0,6.8,37813
2015,AR,NEVADA,70,49.25,78.08,20.24,0.75,0.93,0.1853,7,9,40.5,0,5,35914
2015,AR,NEWTON,70,49.56,86.43,10.73,1.16,1.69,0.1389,9,8,39.6,0,4.9,33679
2015,AR,OUACHITA,70,45.54,70.16,28.81,0.43,0.61,0.1292,7,8,42.9,0,6.4,37987
2015,AR,PERRY,70,48.99,86.43,10.73,1.16,1.69,0.1758,2,2,39.2,1,6.1,43020
2015,AR,PHILLIPS,69,46.79,51.32,47.42,0.44,0.82,0.1861,6,3,43.8,0,7.6,28224
2015,AR,PIKE,70,48.16,86.43,10.73,1.16,1.69,0.1618,9,10,46,0,5.9,36266
2015,AR,POINSETT,69,45.02,93.91,4.74,0.62,0.74,0.1795,3,2,34.4,1,5.6,32756
2015,AR,POLK,71,47.27,86.43,10.73,1.16,1.69,0.1486,7,11,46.1,0,5.8,34723
2015,AR,POPE,69,45.79,94.77,2.24,1.41,1.57,0.1681,5,8,49.5,0,5.3,41074
2015,AR,PRAIRIE,71,46.48,86.43,10.73,1.16,1.69,0.1914,8,7,37.4,0,4.7,39518
2015,AR,PULASKI,70,43.85,75,22.05,0.98,1.97,0.1942,2,2,62.7,1,4.6,46473
2015,AR,RANDOLPH,70,44.79,98.06,0.36,0.39,1.2,0.1527,7,9,43.2,0,7.2,34730
2015,AR,SALINE,71,44.69,94.11,3.8,0.76,1.33,0.1877,2,2,54.7,1,4.1,56926
2015,AR,SCOTT,70,48.99,86.43,10.73,1.16,1.69,0.134,6,6,37.7,0,4.8,36028
2015,AR,SEARCY,70,48.62,86.43,10.73,1.16,1.69,0.1841,9,10,41.7,0,5.6,30427
2015,AR,SEBASTIAN,69,44.55,86.65,5.43,2.45,5.47,0.1738,2,2,50.3,1,4.8,41452
2015,AR,SEVIER,71,45.82,88.51,4.45,5.09,1.95,0.1704,6,6,34.3,0,6.2,41848
2015,AR,SHARP,70,47.18,98.38,0.26,0.57,0.79,0.1476,7,9,37.3,0,6.9,32095
2015,AR,ST. FRANCIS,68,46.92,59.39,39,0.52,1.09,0.1782,6,3,38.8,0,7.2,31625
2015,AR,STONE,70,48.13,86.43,10.73,1.16,1.69,0.1714,9,9,43.7,0,6.3,32023
2015,AR,UNION,70,44.77,71.97,26.58,0.47,0.97,0.151,7,8,45.7,0,6.2,42195
2015,AR,VAN BUREN,72,47.24,86.43,10.73,1.16,1.69,0.1342,8,6,39.3,0,6.7,38306
2015,AR,WASHINGTON,70,43.94,92.46,1.4,3.11,3.03,0.1476,2,2,55.7,1,3.5,46418
2015,AR,WHITE,70,45.6,95.76,2.39,0.82,1.03,0.1656,4,5,45.7,0,6.2,42508
2015,AR,WOODRUFF,70,46.62,86.43,10.73,1.16,1.69,0.1514,9,10,29,0,6.4,31013
2015,AR,YELL,70,47.26,94.28,1.35,2.69,1.68,0.1942,6,5,35.2,0,5.1,37415
2015,AZ,APACHE,71,48.33,30.17,0.26,3.55,66.02,0.1946,6,6,43.4,0,13.2,31072
2015,AZ,COCHISE,72,49.7,81,2.66,12.66,3.69,0.1648,3,2,63.3,1,7.2,43451
2015,AZ,COCONINO,72,48.05,73.81,0.86,5.37,19.96,0.1311,3,2,67.1,1,6.5,51955
2015,AZ,GILA,72,49.11,82.01,0.22,10.03,7.75,0.1677,4,3,54,0,7.8,41346
2015,AZ,GRAHAM,72,49.52,82.99,2.4,8.05,6.56,0.1126,7,8,51.9,0,7.3,44169
2015,AZ,GREENLEE,73,48.04,82.99,2.4,8.05,6.56,0.1676,7,9,48.2,0,7.9,58854
2015,AZ,LAPAZ,73,52.29,84.52,0.72,5.72,9.05,0.1555,6,4,39.3,0,7.4,34835
2015,AZ,MARICOPA,72,46.74,84.77,3.37,7.14,4.72,0.1639,1,1,63.7,1,5.1,56017
2015,AZ,MOHAVE,72,50.67,91.69,0.6,4.84,2.86,0.184,3,2,48.3,1,7.9,40360
2015,AZ,NAVAJO,71,49.06,59.25,0.58,4.33,35.84,0.145,4,5,51.9,0,9.6,37658
2015,AZ,PIMA,72,47.56,84.28,2.25,8.49,4.99,0.1522,2,2,64.8,1,5.4,47107
2015,AZ,PINAL,70,49.55,81.2,2.71,9.61,6.47,0.1782,1,1,54.9,1,6.3,50888
2015,AZ,SANTA CRUZ,72,52.32,61.35,0.42,35.48,2.74,0.1104,4,5,47.9,0,11.4,34893
2015,AZ,YAVAPAI,73,48.78,92.98,0.4,3.7,2.92,0.1307,3,2,64,1,5.6,47220
2015,AZ,YUMA,73,49.42,70.11,1.28,25.86,2.74,0.1736,3,2,46.1,1,21.6,40426
2015,CA,ALAMEDA,71,46.06,46.06,16.05,12.49,25.4,0.1837,1,1,68.5,1,4.7,81462
2015,CA,ALPINE,70,42.71,65.84,5.36,16.29,12.51,0.1822,8,4,58.9,0,7.3,50882
2015,CA,AMADOR,72,47.6,92.05,0.4,4.33,3.22,0.162,6,4,61.4,0,6.6,55879
2015,CA,BUTTE,71,46.21,88.96,1.15,5.91,3.98,0.2128,3,2,65.4,1,7.1,45369
2015,CA,CALAVERAS,72,49.28,91.57,0.52,4.88,3.03,0.1464,6,6,64.1,0,6.4,52471
2015,CA,COLUSA,72,48.95,66.83,1.34,27.22,4.61,0.1461,6,4,46.5,0,15.3,51118
2015,CA,CONTRA COSTA,71,45.28,65.2,9.77,11.79,13.23,0.1736,1,1,70.2,1,5,83036
2015,CA,DEL NORTE,69,48.38,87.23,0.3,4.5,7.96,0.1776,7,8,50.8,0,8.5,38963
2015,CA,EL DORADO,71,48.1,89.83,0.66,5.13,4.38,0.1597,1,1,70.5,1,5.7,75575
2015,CA,FRESNO,71,47.88,57.72,4.59,29.42,8.28,0.1896,2,2,50.7,1,10.2,46608
2015,CA,GLENN,72,47.94,78.79,0.7,16.01,4.5,0.168,6,6,45.5,0,8.7,43584
2015,CA,HUMBOLDT,70,47.75,88.81,0.75,3.31,7.13,0.1331,5,8,64.6,0,5.6,40739
2015,CA,IMPERIAL,71,49.22,23.64,1.57,72.15,2.64,0.199,3,2,44.5,1,24,39925
2015,CA,INYO,74,47.52,65.84,5.36,16.29,12.51,0.125,7,11,56.8,0,5.8,51697
2015,CA,KERN,69,48.25,62.57,5.14,26.73,5.56,0.1908,2,2,46.2,1,10.2,51150
2015,CA,KINGS,70,46.38,55.57,4.2,34.69,5.54,0.1983,3,2,47.4,1,10.5,46440
2015,CA,LAKE,69,48.84,87.38,2.34,6.3,3.97,0.1648,4,5,56.1,0,7.6,37993
2015,CA,LASSEN,70,49.54,89.9,0.98,4.2,4.92,0.1626,7,8,51.2,0,7.2,54670
2015,CA,LOS ANGELES,72,45.81,55.14,8.97,19.54,16.35,0.2049,1,1,56.6,1,6.6,59045
2015,CA,MADERA,71,48.93,64.53,3.23,28.13,4.11,0.1916,3,2,45.7,1,10.5,46593
2015,CA,MARIN,74,45,87.14,1.75,3.8,7.31,0.148,1,1,81.1,1,3.5,99868
2015,CA,MARIPOSA,72,48.13,91.65,0.54,3.76,4.06,0.1679,8,7,61,0,7.1,44595
2015,CA,MENDOCINO,70,48.5,86.53,0.72,6.65,6.1,0.1449,4,5,60.3,0,5.8,43237
2015,CA,MERCED,71,47.17,54.66,4.71,33.48,7.15,0.1921,2,2,43,1,11.3,42879
2015,CA,MODOC,71,49.72,90.2,0.6,5.1,4.1,0.13,6,6,60.7,0,8.5,38402
2015,CA,MONO,71,49.53,65.84,5.36,16.29,12.51,0.1302,7,11,68.1,0,6.1,53992
2015,CA,MONTEREY,73,44.93,60.39,2.94,27.37,9.3,0.1428,2,2,49.9,1,8.1,60047
2015,CA,NAPA,72,49.03,78.09,2.12,13.72,6.08,0.1586,3,2,63.9,1,4.6,72683
2015,CA,NEVADA,72,47.32,93.48,0.24,2.77,3.51,0.1483,4,3,73.7,0,5.4,57627
2015,CA,ORANGE,73,44.97,68.22,1.27,10.46,20.05,0.1747,1,1,66.5,1,4.4,78002
2015,CA,PLACER,71,46.65,87.28,1.36,5.57,5.79,0.1418,1,1,74.6,1,5,76203
2015,CA,PLUMAS,71,49.44,92.68,0.49,3.2,3.63,0.1497,7,12,66.7,0,10.2,46813
2015,CA,RIVERSIDE,72,48.53,72.28,5.48,16.18,6.06,0.1815,1,1,54.2,1,6.7,57895
2015,CA,SACRAMENTO,69,46.89,64.74,10.72,10.47,14.06,0.1811,1,1,64.4,1,6,58735
2015,CA,SAN BENITO,72,46.59,56.87,0.68,38.41,4.05,0.1762,1,1,53.6,1,7.7,76521
2015,CA,SAN BERNARDINO,69,49.87,60.23,9.41,22.9,7.46,0.2104,1,1,52.4,1,6.4,53526
2015,CA,SAN DIEGO,72,47.48,70.68,4.2,14.13,10.98,0.1741,1,1,67,1,5.2,67053
2015,CA,SAN FRANCISCO,72,47.64,44.26,8.92,10.21,36.6,0.1903,1,1,74.3,1,3.6,90527
2015,CA,SAN JOAQUIN,70,46.99,58.63,7.54,22.09,11.74,0.1803,2,2,51.6,1,8.9,53341
2015,CA,SAN LUIS OBISPO,72,45.89,87.55,0.73,7.86,3.85,0.1373,2,2,70,1,4.7,61761
2015,CA,SAN MATEO,74,45,67.89,2.75,10.59,18.77,0.1563,1,1,71.8,1,3.4,101133
2015,CA,SANTA BARBARA,72,45.79,73.36,1.93,19.14,5.58,0.1468,2,2,61.9,1,5.3,63049
2015,CA,SANTA CLARA,73,46.5,60.27,2.58,13.09,24.06,0.1807,1,1,71.8,1,4.2,102191
2015,CA,SANTA CRUZ,72,46.21,76.5,0.84,17.17,5.49,0.1515,2,2,70.1,1,7.5,64841
2015,CA,SHASTA,70,47.86,91.53,0.67,3.54,4.25,0.1471,3,2,63.4,1,7.7,45943
2015,CA,SIERRA,71,48.35,65.84,5.36,16.29,12.51,0.1822,8,7,58.2,0,8.8,47535
2015,CA,SISKIYOU,71,49.42,89.12,1.19,4.07,5.63,0.1294,6,6,63.6,0,9.3,37447
2015,CA,SOLANO,70,45.89,53.44,16.47,14.53,15.57,0.1898,2,2,63.6,1,6.1,67202
2015,CA,SONOMA,72,45.19,84.67,1.28,8.34,5.72,0.1475,2,2,67.3,1,4.5,66463
2015,CA,STANISLAUS,69,47.56,66.55,3.01,23.61,6.83,0.1912,2,2,48.9,1,9.5,51949
2015,CA,SUTTER,71,46.25,71.1,1.99,13.49,13.42,0.1702,3,2,53.6,1,10.7,50810
2015,CA,TEHAMA,71,47.25,87.96,0.54,7.73,3.77,0.1575,4,5,51.8,0,7.9,40292
2015,CA,TRINITY,69,47.88,91.94,0.58,3.23,4.25,0.129,8,6,59.8,0,7.8,37669
2015,CA,TULARE,71,47.21,59.38,1.37,34.58,4.68,0.1865,2,2,43.1,1,11.5,42637
2015,CA,TUOLUMNE,72,47.3,91.68,0.33,4.84,3.15,0.1579,4,5,60.6,0,7,53136
2015,CA,VENTURA,72,45.48,68.59,1.76,21.79,7.85,0.1765,2,2,64.1,1,5.6,79285
2015,CA,YOLO,71,46.62,67.3,3.03,19.89,9.78,0.1629,1,1,65.8,1,6.4,58766
2015,CA,YUBA,69,47.97,79.11,2.46,11.6,6.83,0.1928,3,2,55.8,1,9.2,46500
2015,CO,ADAMS,68,47.8,70.61,3.42,21.32,4.65,0.169,1,1,53.5,1,4.4,62991
2015,CO,ALAMOSA,70,50.3,63.18,0.55,33.75,2.53,0.156,7,11,59,0,5.2,40067
2015,CO,ARAPAHOE,71,45.85,82.31,6.65,5.44,5.6,0.1591,1,1,71.6,1,3.7,67062
2015,CO,ARCHULETA,71,50.28,83.61,3.05,9.43,3.91,0.1232,7,10,65.5,0,4.1,50361
2015,CO,BACA,75,46.41,94.51,0,3.38,2.11,0.1241,9,12,55.6,0,2.1,35405
2015,CO,BENT,70,47.96,83.61,3.05,9.43,3.91,0.1452,7,12,31.7,0,4,36630
2015,CO,BOULDER,72,46.28,88.92,0.93,5.38,4.77,0.1442,2,2,81.4,1,3.2,72392
2015,CO,BROOMFIELD,70,44.43,86.67,1.04,6.11,6.18,0.1399,1,1,81,1,3.3,86548
